DateTime,label,p_val,avg_hr,std_hr,avg_pp,std_pp,avg_imp_fv,std_imp_fv,total_co,CO
07/19/2021 09:32:47.000,baseline,P0,81.97582764,0.918679555,29.01107692,1.928135267,0,0,2.378207042,7.6
07/19/2021 09:33:27.000,baseline,P0,78.35881809,3.293008628,29.11075,3.389323325,0,0,2.281083964,5.7
07/19/2021 09:34:03.000,baseline,P0,82.25245176,1.478528827,28.65965385,1.867973356,0,0,2.357326795,6.6
07/19/2021 10:29:01.000,imp_normal,P6,80.64516129,3.00926669,24.14684,1.857236693,15.09410152,0.752564392,3.164592058,7
07/19/2021 10:29:43.000,imp_normal,P6,81.0052965,0.771210054,24.28588462,1.822608788,15.113439,0.519145194,3.191553892,7.1
07/19/2021 10:30:18.000,imp_normal,P6,80.32988807,2.546378252,24.33168,1.827198768,15.19320378,0.795192846,3.17502949,6.9
07/19/2021 10:32:52.000,imp_normal,P4,80.99789405,1.290326717,25.512,1.716655073,13.66160569,0.463693384,3.172979564,7
07/19/2021 10:33:31.000,imp_normal,P4,79.8977309,3.073677435,25.67396,1.88999256,14.01792573,0.695645566,3.171291605,6.9
07/19/2021 10:34:49.000,imp_normal,P4,79.68974127,3.066058325,25.44632,1.771605277,13.95316453,0.572025393,3.139734728,7.6
07/19/2021 10:37:25.000,imp_normal,P2,76.09787032,12.37158331,27.35145833,2.470830056,17.91727142,6.397792283,3.444853926,6.4
07/19/2021 10:38:14.000,imp_normal,P2,78.58975059,1.592628843,26.46729167,1.839996116,16.83902423,0.44507976,3.403432565,6.7
07/19/2021 10:39:06.000,imp_normal,P2,78.68852459,0.847245706,26.31783333,1.852545516,16.70677658,0.207072164,3.385543075,7.1
07/19/2021 13:22:31.000,CS,P8,82.03055341,4.258859565,12.4643913,2.189080862,26.11321213,12.03362448,3.164542159,4.6
07/19/2021 13:23:21.000,CS,P8,81.47916014,3.051247456,11.97423077,1.918112079,23.58095063,1.430180866,2.897006319,4.8
07/19/2021 13:24:11.000,CS,P8,78.19015847,13.19348646,11.9338,2.389897755,24.57197733,5.828256289,2.854392515,3.8
07/19/2021 13:26:33.000,CS,P6,82.35232012,3.271229943,13.36915385,1.604151817,15.89519101,1.676249013,2.409986696,4.4
07/19/2021 13:27:12.000,CS,P6,82.33163181,2.403887137,13.4244,1.702956042,15.78502732,0.998586185,2.404859815,4.5
07/19/2021 13:27:50.000,CS,P6,82.59002313,2.489210293,13.14404,1.709446542,16.04765067,0.754512411,2.410942407,4.5
07/19/2021 13:30:29.000,CS,P4,78.42317143,13.57714725,15.62512,2.302782271,14.54671641,1.431353948,2.366171099,4.2
07/19/2021 13:31:09.000,CS,P4,81.91349934,2.204921342,15.453,1.715798636,14.15783847,0.499466551,2.425527398,4.3
07/19/2021 13:31:49.000,CS,P4,81.50896076,3.618157553,15.33480769,1.680526887,14.32779436,0.623408752,2.417767867,4.2
07/19/2021 13:34:12.000,CS,P2,81.34744746,3.252519225,17.19346154,1.664980717,16.92442546,0.728943777,2.77540302,4.2
07/19/2021 13:34:59.000,CS,P2,81.25,2.573759176,16.70673077,1.534295292,16.84450413,0.616203597,2.726037836,3.9
07/19/2021 13:35:56.000,CS,P2,81.74386921,2.183512928,16.61984,1.59683917,16.78444706,0.317828926,2.730595672,4
