DateTime,label,p_val,avg_hr,std_hr,avg_pp,std_pp,avg_imp_fv,std_imp_fv,total_co,CO
08/11/2021 09:33:13.000,baseline,P0,114.5688187,3.298153414,24.14556757,0.764128281,0,0,2.766329153,5.7
08/11/2021 09:33:46.000,baseline,P0,114.480198,5.36437638,23.47308108,1.061740218,0,0,2.68720297,5.4
08/11/2021 09:34:17.000,baseline,P0,112.7880122,1.300049438,24.38877143,3.340030232,0,0,2.750761051,5.6
08/11/2021 10:49:56.000,imp_normal,P8,104.0232523,17.42613971,12.96835294,1.889009496,17.75533913,5.0574846,3.195978371,4.4
08/11/2021 10:50:34.000,imp_normal,P8,101.7785545,16.53528759,13.44181818,1.917173163,17.76725798,4.26341046,3.17641466,3.9
08/11/2021 10:51:12.000,imp_normal,P8,95.38461538,25.62503688,13.35277419,3.238986965,19.6253253,7.627822915,3.145603336,3.3
08/11/2021 10:54:38.000,imp_normal,P6,107.1428571,2.602742962,15.81465714,1.271174124,11.23383117,0.396306441,2.898052319,4.2
08/11/2021 10:55:19.000,imp_normal,P6,102.3255814,17.92460806,16.06433333,2.399964591,12.05472596,3.527945548,2.877299091,4.2
08/11/2021 10:55:53.000,imp_normal,P6,105.0950492,6.859055295,16.27682353,1.411006013,11.5031026,0.758149142,2.919532704,4.6
08/11/2021 10:58:14.000,imp_normal,P4,99.62123178,19.8414058,19.0191875,4.812252659,10.96113538,3.682126506,2.986676694,4.7
08/11/2021 10:58:46.000,imp_normal,P4,105.1980198,5.943691938,18.27502941,1.418036971,10.21893644,0.664209148,2.997508784,4.6
08/11/2021 10:59:19.000,imp_normal,P4,105.6775798,7.803527452,18.17055882,1.570402331,10.06881398,0.863967893,2.984268572,4.2
08/11/2021 11:02:29.000,imp_normal,P2,85.87331036,26.60026959,23.19144444,7.396425069,16.43573911,8.19324682,3.402917432,4
08/11/2021 11:03:00.000,imp_normal,P2,104.5135509,6.422233028,20.34994118,1.252496165,10.91826041,0.806314105,3.267950778,4.3
08/11/2021 11:03:34.000,imp_normal,P2,92.3266311,21.01462819,23.30076667,6.242006156,12.8970782,5.064125612,3.342025069,4.1
08/11/2021 13:28:18.000,CS,P8,103.5023523,5.303317854,6.448121212,0.631901064,11.4492931,5.233481951,1.852424482,3.2
08/11/2021 13:29:07.000,CS,P8,103.833447,5.172755048,6.371151515,0.646826712,13.34438913,4.991364358,2.047132544,3.4
08/11/2021 13:29:43.000,CS,P8,102.5056948,6.837392416,6.341151515,0.65005991,12.30378021,4.445342298,1.91121168,3.6
08/11/2021 13:32:23.000,CS,P6,102.4473534,5.211099411,7.272969697,0.679646766,11.9308743,1.834437551,1.967382993,3.4
08/11/2021 13:33:04.000,CS,P6,102.0829037,4.786626279,7.433212121,0.756010572,11.86659604,1.273901341,1.970180458,2.9
08/11/2021 13:33:46.000,CS,P6,96.93558474,11.88269765,7.233129032,0.898395083,12.28804073,3.527220101,1.892296006,3.2
08/11/2021 13:36:19.000,CS,P4,101.7785545,5.768036312,8.272424242,0.683118741,10.30067073,0.783432163,1.89034276,2.9
08/11/2021 13:37:14.000,CS,P4,101.3192612,4.392784066,8.379375,0.757330458,10.97135015,1.263853132,1.960601176,2.9
08/11/2021 13:38:03.000,CS,P4,101.961996,3.226336936,8.222969697,0.722676569,10.52636617,1.223340786,1.911719709,3.2
08/11/2021 13:40:49.000,CS,P2,101.4812157,4.409723409,9.499212121,0.708851472,9.551129499,1.444459178,1.933251828,3.2
08/11/2021 13:41:25.000,CS,P2,101.1752683,4.959942687,9.532575758,0.699500906,9.507564719,1.492443724,1.926391321,2.8
08/11/2021 13:42:04.000,CS,P2,101.8189532,3.887662434,9.27503125,0.675219709,9.120269605,1.656077308,1.872990276,2.8
