DateTime,label,p_val,avg_hr,std_hr,avg_pp,std_pp,avg_imp_fv,std_imp_fv,total_co,CO
08/12/2021 09:18:41.000,baseline,P0,92.30769231,21.80618386,31.46427586,5.082666534,0,0,2.904394695,4.2
08/12/2021 09:20:22.000,baseline,P0,94.05371512,4.000962967,31.89976667,1.208608089,0,0,3.000291567,5.1
08/12/2021 09:21:07.000,baseline,P0,92.8600908,10.0538086,31.38286667,2.238870649,0,0,2.914215848,4.8
08/12/2021 10:02:36.000,imp_normal,P8,83.24883932,5.145883262,19.85861538,1.690810345,22.67036403,1.353616662,3.540488173,4.3
08/12/2021 10:03:19.000,imp_normal,P8,83.42345126,4.977427482,19.76562963,1.478991302,21.79278251,3.178155957,3.46694617,4.7
08/12/2021 10:03:51.000,imp_normal,P8,82.17446271,5.711947568,19.72288462,1.386464328,22.64862369,3.171432756,3.481855929,4.5
08/12/2021 10:08:13.000,imp_normal,P6,86.05234851,3.61235228,23.14060714,1.399948656,14.31266857,0.223804642,3.222942335,4.6
08/12/2021 10:08:54.000,imp_normal,P6,85.24521153,7.496689852,23.4612963,1.418112277,14.60429267,0.942080081,3.244909184,4.8
08/12/2021 10:09:35.000,imp_normal,P6,85.16006939,4.889434711,23.94455556,1.611980639,14.54493553,0.916543133,3.277767732,4.8
08/12/2021 10:12:03.000,imp_normal,P4,89.45210585,4.143382476,25.89432143,1.344797278,12.27016645,0.178674195,3.41389381,5.3
08/12/2021 10:12:45.000,imp_normal,P4,88.05031447,6.934025504,25.91317857,1.416041163,12.35583316,0.436780937,3.369598517,4.9
08/12/2021 10:13:16.000,imp_normal,P4,88.04569991,9.208407565,26.04178571,1.41815666,12.3919195,0.718170259,3.383922475,5.2
08/12/2021 10:15:38.000,imp_normal,P2,89.45210585,6.884422846,28.50067857,1.450292706,13.21163704,0.950574889,3.731254472,4.6
08/12/2021 10:16:55.000,imp_normal,P2,89.97362842,7.428347446,26.50868966,2.009554027,12.44325276,1.686822162,3.504647593,4.2
08/12/2021 10:17:31.000,imp_normal,P2,92.14149545,9.944626455,25.17955172,2.289881786,12.28500608,2.623462977,3.452040382,3.5
08/12/2021 13:06:54.000,CS,P8,92.64682392,7.844103413,9.818862069,1.630537329,20.87834509,7.636502516,2.843998747,2.8
08/12/2021 13:07:59.000,CS,P8,98.09091868,5.71321313,11.249,0.819394702,18.08177585,1.640517792,2.877082749,3.9
08/12/2021 13:08:38.000,CS,P8,94.65713084,4.59679879,11.3256,1.82673035,19.6080065,5.686930726,2.928086438,3.9
08/12/2021 13:11:01.000,CS,P6,99.40460782,3.532496733,13.131,0.950964215,12.57251774,1.532942616,2.555048101,4.2
08/12/2021 13:11:37.000,CS,P6,99.16330958,4.144894976,12.90246875,0.779188159,12.31133339,1.115099198,2.500284067,3.8
08/12/2021 13:12:12.000,CS,P6,99.64191188,4.098827008,12.6850625,0.752652972,12.6865124,1.035876866,2.52807223,4.2
08/12/2021 13:14:48.000,CS,P4,100.5893111,5.994293913,14.14475758,1.53024498,11.08702803,2.342616786,2.538047932,3.5
08/12/2021 13:15:22.000,CS,P4,100.8244499,5.759216289,14.4030625,0.838312439,10.63807306,0.935104227,2.524758719,4
08/12/2021 13:15:54.000,CS,P4,100.3449357,6.238666513,14.458375,0.9533484,10.96761272,1.145952064,2.551369103,3.8
08/12/2021 13:18:16.000,CS,P2,100.3497035,5.700057648,15.38218182,1.521648736,13.72822671,1.825418439,2.921220865,3.7
08/12/2021 13:18:50.000,CS,P2,100.4394225,5.691621228,15.48628125,0.792190012,13.82406829,1.230043877,2.943914581,3.5
08/12/2021 13:19:26.000,CS,P2,100,5.804159437,15.55957576,0.978202992,13.44562354,1.335372378,2.90051993,3.6
